name,email,branch,phoneNo,dob,fatherName,motherName,rollNo,slotNumber
Sandra Morgan,sandra.morgan@mail.com,EE,9819502915,2006-03-26,William Morgan,Verla Morgan,2021ECE1443,1
John Russell,john.russell@gmail.com,ME,9874897871,2003-10-09,Wayne Russell,Lucille Russell,2024CSE1444,2
Albert Angelovich,albert.angelovich@gmail.com,IT,9844788089,2006-09-20,George Angelovich,Jennifer Angelovich,2023EE1445,1
Edwardo Piche,edwardo.piche@gmail.com,ECE,9797832602,2005-07-26,Javier Piche,Reyna Piche,2020ME1446,2
Thomas Gurley,thomas.gurley@student.edu,IT,9836066035,2005-09-02,Otha Gurley,Paulene Gurley,2021ECE1447,2
Mary Woody,mary.woody@mail.com,ECE,9805786051,2002-02-11,Andrew Woody,Nancy Woody,2020CE1448,2
Lakesha Evans,lakesha.evans@yahoo.com,CE,9831553023,2007-01-20,Johnny Evans,Lillian Evans,2022CE1449,2
Betty Malchow,betty.malchow@student.edu,EE,9879376914,2008-06-19,Charles Malchow,Angelina Malchow,2024EE1450,2
Lena Negron,lena.negron@mail.com,ECE,9878357063,2001-03-20,Charles Negron,Shanelle Negron,2023EE1451,1
Elizabeth Martinez,elizabeth.martinez@yahoo.com,ME,9795478134,2000-10-22,Jesus Martinez,Myra Martinez,2021CSE1452,1
Gary Ing,gary.ing@outlook.com,ECE,9780130215,2005-06-17,William Ing,Aliza Ing,2021CSE1453,2
Thomas Albrecht,thomas.albrecht@gmail.com,IT,9809092735,2006-01-10,Alan Albrecht,Cory Albrecht,2020ECE1454,1
James Vega,james.vega@yahoo.com,AE,9822939222,2003-08-18,Robert Vega,Joyce Vega,2021CE1455,2
Pamela Taylor,pamela.taylor@mail.com,CE,9812446242,2000-09-18,John Taylor,Lucy Taylor,2020ECE1456,1
Nadia Meek,nadia.meek@mail.com,AE,9859134692,2003-05-09,Roger Meek,Kathleen Meek,2023ME1457,2
Annie Zamora,annie.zamora@mail.com,EE,9867121653,2007-11-21,James Zamora,Elizabeth Zamora,2023EE1458,2
Brian Dallis,brian.dallis@yahoo.com,IT,9867092404,2004-02-28,Charlie Dallis,Alison Dallis,2024ME1459,1
Tammy Green,tammy.green@outlook.com,AE,9839475245,2008-10-20,Chris Green,Sharon Green,2020CSE1460,2
Susan Woods,susan.woods@gmail.com,CH,9819035412,2008-12-26,Milton Woods,Lorene Woods,2023ECE1461,2
Deeanna Brown,deeanna.brown@outlook.com,CE,9788504930,2000-10-19,Michael Brown,Allison Brown,2021CSE1462,1
Richard Millner,richard.millner@gmail.com,CE,9847423434,2001-08-01,Marc Millner,Mary Millner,2023CE1463,2
Mary Godfrey,mary.godfrey@mail.com,IT,9780916466,2005-01-25,Timothy Godfrey,Robin Godfrey,2020CE1464,2
Saul Greany,saul.greany@mail.com,ECE,9840606577,2000-03-05,Ricky Greany,Stephanie Greany,2021CE1465,2
Connie Martich,connie.martich@mail.com,AE,9860499942,2007-11-13,Robert Martich,Alice Martich,2022CE1466,2
Steven Kochheiser,steven.kochheiser@outlook.com,CH,9831437690,2007-01-21,John Kochheiser,Rose Kochheiser,2024EE1467,1
Humberto Schimke,humberto.schimke@yahoo.com,IT,9846947484,2005-07-08,John Schimke,Brittany Schimke,2023ECE1468,1
Joshua Lozano,joshua.lozano@outlook.com,CE,9813547666,2001-11-06,Robert Lozano,Lena Lozano,2022EE1469,1
Jean Moore,jean.moore@student.edu,ECE,9787745355,2007-01-17,James Moore,Tommie Moore,2022CE1470,2
Anthony Desch,anthony.desch@outlook.com,ECE,9852289367,2000-03-06,Clifford Desch,Colleen Desch,2021EE1471,2
Shelly Nobles,shelly.nobles@mail.com,AE,9845838963,2007-07-29,Rodney Nobles,Brenda Nobles,2023ECE1472,2
Paul Benson,paul.benson@student.edu,IT,9818134627,2008-01-09,Woodrow Benson,Maria Benson,2020ME1473,1
Brenna Hess,brenna.hess@student.edu,EE,9867532327,2002-07-08,Perry Hess,Ruby Hess,2020ECE1474,1
Elsie Mccall,elsie.mccall@gmail.com,EE,9856819561,2005-10-26,Robert Mccall,Sarah Mccall,2021ECE1475,2
Dana Salisbury,dana.salisbury@gmail.com,CE,9816846864,2000-10-07,Scott Salisbury,Janet Salisbury,2023ECE1476,2
Steven Zuber,steven.zuber@gmail.com,ECE,9853034464,2008-07-01,Edward Zuber,Ada Zuber,2023CE1477,1
Patty Hume,patty.hume@yahoo.com,ECE,9862947054,2004-05-14,John Hume,Deborah Hume,2023CE1478,1
Paula Kennedy,paula.kennedy@student.edu,ECE,9798475879,2004-01-07,Ronald Kennedy,Eva Kennedy,2022ECE1479,1
Laquita Sadler,laquita.sadler@gmail.com,CSE,9804358733,2007-07-24,Mark Sadler,Toni Sadler,2023CE1480,1
Mamie Smith,mamie.smith@mail.com,ECE,9855853146,2003-08-12,Kenneth Smith,Dorothy Smith,2023CSE1481,2
Gregory Echols,gregory.echols@outlook.com,CH,9849817586,2003-07-05,Terry Echols,Ashley Echols,2023ECE1482,2
Alice Conner,alice.conner@gmail.com,AE,9820315073,2008-08-08,Richard Conner,Felisha Conner,2023ME1483,2
Estela Adams,estela.adams@outlook.com,AE,9860770939,2008-03-21,Phillip Adams,Linda Adams,2024CSE1484,1
Orville Williams,orville.williams@student.edu,EE,9853424598,2007-07-21,Wesley Williams,Dennise Williams,2024CE1485,2
Woodrow Denk,woodrow.denk@outlook.com,CE,9845466953,2007-03-02,Matthew Denk,Cynthia Denk,2022CSE1486,1
Darlene Chute,darlene.chute@mail.com,ECE,9794397278,2008-04-02,Irwin Chute,Bao Chute,2022ME1487,2
Lois Robbins,lois.robbins@student.edu,CH,9826060137,2001-09-27,Robin Robbins,Jean Robbins,2020ECE1488,1
Ellen Cranford,ellen.cranford@outlook.com,CH,9867083572,2000-03-29,Thomas Cranford,Diana Cranford,2022CSE1489,1
Heather Murphy,heather.murphy@yahoo.com,CE,9861602671,2002-07-09,Donald Murphy,Wanda Murphy,2023EE1490,1
Waneta Honeywell,waneta.honeywell@student.edu,EE,9872638984,2002-09-29,John Honeywell,Justine Honeywell,2023CE1491,2
Allison Clayton,allison.clayton@outlook.com,IT,9830274958,2000-05-07,Joshua Clayton,Marilyn Clayton,2022EE1492,2
Rodney Williams,rodney.williams@mail.com,EE,9842207285,2005-12-04,Andrew Williams,Catherine Williams,2021ECE1493,2
Bonnie Bellinghausen,bonnie.bellinghausen@outlook.com,ME,9864483134,2007-10-25,Michael Bellinghausen,Allison Bellinghausen,2020ECE1494,1
Sharon Molina,sharon.molina@mail.com,CH,9797622848,2003-04-09,Christopher Molina,Kelli Molina,2022EE1495,1
Nyla Smith,nyla.smith@yahoo.com,IT,9818908400,2002-02-16,Luke Smith,Rebeca Smith,2021EE1496,2
Jennifer Villeneuve,jennifer.villeneuve@yahoo.com,AE,9846784897,2002-12-24,Stanley Villeneuve,Jessica Villeneuve,2023ECE1497,1
Amy Lowe,amy.lowe@yahoo.com,EE,9805666572,2003-06-21,Paul Lowe,Mellisa Lowe,2021ME1498,2
Peter Brown,peter.brown@yahoo.com,ECE,9781349956,2002-01-03,Ernest Brown,Jean Brown,2023ME1499,1
George Pitt,george.pitt@student.edu,CE,9833004227,2005-06-24,Jorge Pitt,Blanche Pitt,2021ME1500,1
Michael Deas,michael.deas@outlook.com,IT,9842109672,2007-08-30,James Deas,Sharon Deas,2020ECE1501,1
Julie Whyte,julie.whyte@outlook.com,ECE,9863596916,2007-03-18,Jimmie Whyte,Angela Whyte,2020CE1502,1
Michelle Weed,michelle.weed@gmail.com,CSE,9823486333,2002-01-05,William Weed,Nelida Weed,2024ME1503,1
Richard Williams,richard.williams@yahoo.com,ECE,9855995964,2003-08-14,Elvin Williams,Virginia Williams,2020EE1504,2
Deborah Delacruz,deborah.delacruz@outlook.com,EE,9879484313,2005-06-08,Maurice Delacruz,Florence Delacruz,2024CSE1505,1
Antoinette Curtis,antoinette.curtis@student.edu,ECE,9831006759,2000-07-21,Albert Curtis,Eunice Curtis,2020CSE1506,2
Raul Fitting,raul.fitting@student.edu,EE,9864921874,2001-04-28,Barry Fitting,Joanna Fitting,2022CSE1507,1
Jessica Lacy,jessica.lacy@student.edu,CSE,9818546089,2002-02-04,George Lacy,Maria Lacy,2020CE1508,1
Richard Ekmark,richard.ekmark@yahoo.com,CE,9837658630,2008-02-10,James Ekmark,Mary Ekmark,2024EE1509,2
Teresa King,teresa.king@mail.com,IT,9834811722,2008-01-19,William King,Jan King,2021ECE1510,1
Wesley Phillip,wesley.phillip@student.edu,CSE,9849304643,2001-10-31,Jose Phillip,Doris Phillip,2020EE1511,2
Morgan Bowie,morgan.bowie@gmail.com,ME,9846319914,2006-12-07,Herbert Bowie,Jacqueline Bowie,2022EE1512,2
Charles Saavedra,charles.saavedra@gmail.com,CH,9872208623,2004-03-27,Mike Saavedra,Mildred Saavedra,2021EE1513,2
Rudolph Click,rudolph.click@yahoo.com,CH,9789298832,2006-11-24,John Click,Tanya Click,2024CE1514,2
Alan Hazard,alan.hazard@mail.com,IT,9850275939,2005-12-20,Philip Hazard,Sarah Hazard,2020ECE1515,1
Ramona Mcclendon,ramona.mcclendon@yahoo.com,AE,9828670450,2000-02-15,Jeffery Mcclendon,Shae Mcclendon,2023EE1516,1
Marvin Stinson,marvin.stinson@student.edu,CE,9848684506,2005-07-06,Daniel Stinson,Tami Stinson,2023CE1517,2
Joseph Alvarez,joseph.alvarez@gmail.com,CH,9805421086,2007-06-11,Kenneth Alvarez,Suzanne Alvarez,2023EE1518,1
Jessie Boutte,jessie.boutte@mail.com,ME,9837727142,2008-02-13,Alvin Boutte,Margaret Boutte,2021CE1519,2
Lorraine Rodriquez,lorraine.rodriquez@mail.com,CH,9814087034,2002-08-20,Angelo Rodriquez,Mildred Rodriquez,2024ME1520,2
James Owens,james.owens@student.edu,IT,9867269392,2004-03-30,Rex Owens,Helen Owens,2020EE1521,1
James Ascolese,james.ascolese@student.edu,CSE,9834750469,2003-01-03,Dan Ascolese,Maria Ascolese,2022EE1522,1
Sarina Cameron,sarina.cameron@outlook.com,CSE,9819292545,2006-10-02,John Cameron,Sophia Cameron,2021ME1523,2
Marc Howard,marc.howard@mail.com,IT,9876605610,2003-06-07,Robert Howard,Sabrina Howard,2022ME1524,1
Ida Williams,ida.williams@gmail.com,CE,9832899713,2003-08-24,Larry Williams,Louise Williams,2023ME1525,1
Joseph Piccolomini,joseph.piccolomini@student.edu,ECE,9789287658,2008-03-09,Joshua Piccolomini,Virginia Piccolomini,2024CSE1526,2
Alexandria Seifert,alexandria.seifert@mail.com,CSE,9813780820,2003-03-07,Michael Seifert,Phyllis Seifert,2023ME1527,1
Anna Leahy,anna.leahy@student.edu,ME,9800614462,2000-05-02,Matthew Leahy,Adela Leahy,2024CSE1528,1
Brenda Daniels,brenda.daniels@outlook.com,ME,9842130277,2003-11-14,Douglas Daniels,Elsa Daniels,2022CSE1529,1
Cathy Moseley,cathy.moseley@yahoo.com,AE,9869948421,2000-08-09,Ethan Moseley,Constance Moseley,2024ECE1530,2
Mary Adcock,mary.adcock@yahoo.com,ECE,9876163779,2002-11-24,Kyle Adcock,Laverne Adcock,2022CE1531,2
Christine Sanchirico,christine.sanchirico@gmail.com,CH,9790748553,2006-03-20,Henry Sanchirico,Ann Sanchirico,2021CE1532,1
Faye Joyner,faye.joyner@student.edu,CH,9783973159,2002-12-04,William Joyner,Erika Joyner,2024ME1533,1
Rebecca Baker,rebecca.baker@mail.com,CE,9800220290,2005-10-04,Donald Baker,Lori Baker,2024EE1534,2
Mark Cowan,mark.cowan@yahoo.com,CSE,9871257816,2000-12-10,James Cowan,Angela Cowan,2024ECE1535,2
Madie Schmidt,madie.schmidt@outlook.com,AE,9788310353,2001-01-17,Angelo Schmidt,Kimberly Schmidt,2020EE1536,1
Jonathan Bray,jonathan.bray@yahoo.com,CH,9872917774,2008-05-22,Jeremy Bray,Nicole Bray,2020ECE1537,2
Enrique Rhew,enrique.rhew@gmail.com,ECE,9796649403,2004-11-01,Gerardo Rhew,Vivian Rhew,2022ECE1538,2
Ofelia Gardner,ofelia.gardner@student.edu,CE,9804093516,2004-08-29,Miguel Gardner,Thelma Gardner,2020ECE1539,1
Larry Pritchard,larry.pritchard@mail.com,ME,9817205930,2004-11-15,Johnny Pritchard,Bette Pritchard,2023CE1540,2
Ona Callahan,ona.callahan@yahoo.com,EE,9843574065,2004-10-13,Charles Callahan,Jewell Callahan,2024EE1541,1
Karen Cortez,karen.cortez@gmail.com,IT,9783241169,2001-07-28,Jimmy Cortez,Laura Cortez,2023ME1542,2
Gerald Bergman,gerald.bergman@outlook.com,EE,9864111138,2008-08-12,Samuel Bergman,Ashley Bergman,2022CSE1543,1
John Otero,john.otero@outlook.com,ME,9823008317,2000-10-14,Vicente Otero,Evelyn Otero,2021CSE1544,1
Michael Leflore,michael.leflore@yahoo.com,EE,9796432300,2004-11-21,Bobby Leflore,Elizabeth Leflore,2020CSE1545,1
David Sims,david.sims@yahoo.com,AE,9848676268,2006-02-25,Rodney Sims,Jodi Sims,2022ME1546,1
John Gilbertson,john.gilbertson@gmail.com,CSE,9810486095,2007-03-26,Cedric Gilbertson,Shakia Gilbertson,2021CE1547,1
Billie Mckillip,billie.mckillip@student.edu,CH,9781260179,2007-04-19,Eric Mckillip,Rhonda Mckillip,2023CSE1548,2
Carl Smith,carl.smith@outlook.com,IT,9814918749,2000-01-13,Albert Smith,Amanda Smith,2021CE1549,1
Jerry Broadwater,jerry.broadwater@yahoo.com,ME,9865035929,2007-07-13,Richard Broadwater,Nancy Broadwater,2023CE1550,2
Bernard Brookins,bernard.brookins@outlook.com,CSE,9814438516,2002-10-17,Mike Brookins,Pamela Brookins,2024CSE1551,1
Shane Meja,shane.meja@outlook.com,AE,9795309978,2006-10-20,Ryan Meja,Greta Meja,2024ECE1552,1
Sarah Garza,sarah.garza@gmail.com,ECE,9857594998,2004-06-08,Ralph Garza,Sheila Garza,2024CSE1553,2
Eva Weathersby,eva.weathersby@outlook.com,AE,9788207485,2003-06-10,James Weathersby,Michelle Weathersby,2020EE1554,2
Lila Roth,lila.roth@gmail.com,AE,9821551769,2007-04-11,Carmine Roth,Saundra Roth,2021EE1555,2
Alvin Bruce,alvin.bruce@mail.com,CH,9849784156,2004-04-16,Joe Bruce,Lois Bruce,2023EE1556,2
Roseline Torres,roseline.torres@student.edu,EE,9802636237,2002-08-05,Jack Torres,Gertrude Torres,2024CSE1557,1
Jodie Kissee,jodie.kissee@yahoo.com,CH,9847267664,2004-07-14,Homer Kissee,Linda Kissee,2023ECE1558,2
Tom Reynolds,tom.reynolds@gmail.com,ECE,9793721397,2001-05-06,Raul Reynolds,Karin Reynolds,2021EE1559,1
Kenneth Jeffrey,kenneth.jeffrey@student.edu,EE,9800515915,2007-08-01,John Jeffrey,Venessa Jeffrey,2024ME1560,1
Ronald Robinson,ronald.robinson@yahoo.com,ME,9848149747,2000-08-17,Carroll Robinson,Delores Robinson,2020CE1561,1
Lloyd Carr,lloyd.carr@student.edu,CH,9782981594,2000-01-15,Freddie Carr,Tina Carr,2020ECE1562,2
Drew Bower,drew.bower@yahoo.com,AE,9823944447,2008-04-11,Adolfo Bower,Alice Bower,2023CE1563,2
Lonnie Jordan,lonnie.jordan@mail.com,CE,9807518812,2005-11-07,Virgil Jordan,Tasha Jordan,2023EE1564,1
Cynthia Aguilar,cynthia.aguilar@mail.com,ECE,9866502670,2004-09-23,Jose Aguilar,Connie Aguilar,2020ME1565,1
Marsha Epstein,marsha.epstein@mail.com,CH,9818976803,2006-02-23,Elmer Epstein,Tamera Epstein,2024ME1566,2
Tabatha Johnson,tabatha.johnson@yahoo.com,CSE,9870466762,2002-03-16,David Johnson,Terri Johnson,2020EE1567,1
Janice Powell,janice.powell@student.edu,IT,9830852565,2002-04-07,Marvin Powell,Maria Powell,2021ME1568,1
Jeanne Shadwick,jeanne.shadwick@gmail.com,ME,9834009267,2007-06-29,Jeremiah Shadwick,Vivian Shadwick,2022EE1569,2
Susana Cannon,susana.cannon@mail.com,CH,9796215845,2005-01-03,Derek Cannon,Nancy Cannon,2021ECE1570,2
Tammy Nunn,tammy.nunn@mail.com,IT,9847111543,2008-03-09,Douglas Nunn,Maurine Nunn,2023CSE1571,1
Thomas Coleman,thomas.coleman@outlook.com,ECE,9842734450,2004-12-24,Terrence Coleman,Barbara Coleman,2020ECE1572,2
Mimi Blair,mimi.blair@outlook.com,ME,9790784713,2000-09-19,James Blair,Venessa Blair,2022ME1573,1
Harvey King,harvey.king@outlook.com,CSE,9843399755,2002-11-29,Christopher King,Pauline King,2023ECE1574,1
Jennifer Disher,jennifer.disher@outlook.com,CH,9813287882,2002-09-03,Clarence Disher,Lydia Disher,2020EE1575,1
Sarah Pier,sarah.pier@student.edu,CSE,9838946227,2005-02-03,Leonard Pier,Amy Pier,2023ME1576,1
Edna Stockdale,edna.stockdale@outlook.com,CE,9809817037,2006-09-19,James Stockdale,Kelly Stockdale,2020CSE1577,1
Crystal Sanders,crystal.sanders@mail.com,EE,9818853429,2005-09-18,Matthew Sanders,Lula Sanders,2021ME1578,2
Elaine Mcclendon,elaine.mcclendon@yahoo.com,ME,9815063398,2001-08-31,Jose Mcclendon,Mary Mcclendon,2023CE1579,2
Bettie Whiteman,bettie.whiteman@gmail.com,CH,9818401574,2005-11-13,Norman Whiteman,Kayla Whiteman,2024CSE1580,2
Mary Bell,mary.bell@yahoo.com,AE,9828166207,2007-08-17,Scott Bell,Linda Bell,2024ECE1581,2
Misty Judkins,misty.judkins@yahoo.com,CH,9877008533,2001-12-06,Israel Judkins,Ann Judkins,2023CE1582,2
Tracey Bissell,tracey.bissell@outlook.com,CSE,9798273781,2004-05-31,Clarence Bissell,Andrea Bissell,2024EE1583,2
Rusty Montgomery,rusty.montgomery@yahoo.com,EE,9854013247,2005-10-21,Jeremiah Montgomery,Robin Montgomery,2024CSE1584,1
Susan Waggoner,susan.waggoner@yahoo.com,ME,9782586319,2007-12-09,Michael Waggoner,Ruth Waggoner,2022ME1585,2
James Khouri,james.khouri@mail.com,ECE,9784186218,2002-02-15,Victor Khouri,Mary Khouri,2021CE1586,1
Johnny Davis,johnny.davis@mail.com,AE,9843040111,2003-01-30,Earl Davis,Crystal Davis,2024ME1587,1
Sheila Pigeon,sheila.pigeon@yahoo.com,IT,9876355216,2003-11-04,Otis Pigeon,Laura Pigeon,2024EE1588,2
Carol Hales,carol.hales@mail.com,EE,9806437437,2004-04-14,Karl Hales,Susan Hales,2022EE1589,2
Williemae Moore,williemae.moore@outlook.com,EE,9800690668,2002-10-12,Scott Moore,Joann Moore,2020ME1590,2
Christine Reid,christine.reid@mail.com,IT,9821227649,2005-05-19,Mark Reid,Dolores Reid,2022ECE1591,1
Geraldine Feinstein,geraldine.feinstein@mail.com,ME,9832533428,2003-09-20,Michael Feinstein,Cheryl Feinstein,2024CSE1592,2
Gary Juran,gary.juran@outlook.com,EE,9844730183,2004-02-24,Alan Juran,Kala Juran,2021EE1593,2
Fay Shackleford,fay.shackleford@gmail.com,AE,9821923458,2007-01-13,Lloyd Shackleford,Teresa Shackleford,2020ECE1594,2
Glenn Williams,glenn.williams@yahoo.com,CE,9879936498,2008-03-25,Ronald Williams,Laura Williams,2021ME1595,2
Joseph May,joseph.may@yahoo.com,CSE,9785325120,2005-10-02,Joseph May,Laura May,2023EE1596,2
Donna Solis,donna.solis@yahoo.com,ME,9855653768,2005-06-15,Philip Solis,Lois Solis,2023CSE1597,2
James Murray,james.murray@outlook.com,EE,9871183358,2002-08-13,Joshua Murray,Blanche Murray,2022ME1598,2
Charles Moris,charles.moris@gmail.com,ECE,9781992706,2007-02-14,James Moris,Helen Moris,2022CSE1599,2
Henry Karr,henry.karr@yahoo.com,ECE,9815177853,2007-03-18,Richard Karr,Michelle Karr,2022EE1600,1
Michele Cohen,michele.cohen@gmail.com,CSE,9785675236,2006-04-17,Terry Cohen,Ethel Cohen,2020CSE1601,1
Carol Johnson,carol.johnson@yahoo.com,ME,9803186583,2006-03-19,Daniel Johnson,Wendy Johnson,2023ME1602,2
Dick Taylor,dick.taylor@student.edu,CSE,9788187266,2003-01-18,James Taylor,Pauline Taylor,2020EE1603,1
Michelle Vasmadjides,michelle.vasmadjides@mail.com,ECE,9869866816,2008-01-16,Charles Vasmadjides,Joyce Vasmadjides,2024CSE1604,2
John Venneri,john.venneri@student.edu,CSE,9795514816,2004-01-28,Jesse Venneri,Glenda Venneri,2024EE1605,2
Bernadine Blanton,bernadine.blanton@gmail.com,IT,9780912326,2000-11-06,Dean Blanton,Cora Blanton,2023EE1606,1
Betty Bennett,betty.bennett@outlook.com,AE,9804844303,2001-09-22,Jose Bennett,Ann Bennett,2024CSE1607,2
Leroy Akers,leroy.akers@mail.com,CH,9813377903,2007-11-15,Don Akers,Beverley Akers,2021ECE1608,1
Philip Hendricks,philip.hendricks@gmail.com,CE,9861503134,2003-07-10,William Hendricks,Amanda Hendricks,2023ECE1609,1
Timothy Kang,timothy.kang@mail.com,IT,9805290235,2004-03-20,Lee Kang,Marguerita Kang,2023ME1610,2
Suzanne Kapp,suzanne.kapp@mail.com,ME,9856451289,2005-08-27,Raymond Kapp,Martha Kapp,2023CSE1611,1
Raymond Webster,raymond.webster@student.edu,EE,9807856134,2003-12-07,Greg Webster,Callie Webster,2022CE1612,2
Dorothy Lingo,dorothy.lingo@yahoo.com,ME,9852774766,2002-04-26,Jason Lingo,Pamela Lingo,2020ME1613,1
Richard Hill,richard.hill@gmail.com,CE,9789760626,2008-04-25,Winston Hill,Geraldine Hill,2023ME1614,1
Krystal Poor,krystal.poor@outlook.com,ECE,9789568978,2004-12-28,Keith Poor,Opal Poor,2020ME1615,2
Wanda Willmore,wanda.willmore@outlook.com,CSE,9802290335,2005-05-15,Robert Willmore,Nilda Willmore,2020ECE1616,2
Linwood Harber,linwood.harber@outlook.com,AE,9873654110,2004-02-18,Michael Harber,Ingrid Harber,2020EE1617,1
Leticia Brown,leticia.brown@mail.com,IT,9850751726,2008-05-03,Marvin Brown,Michelle Brown,2021CSE1618,1
Willie Hall,willie.hall@mail.com,AE,9836867208,2008-08-04,Garrett Hall,Rose Hall,2024CSE1619,2
William Wall,william.wall@gmail.com,ECE,9843321271,2003-04-04,Jermaine Wall,Margaret Wall,2024CE1620,1
John Williams,john.williams@gmail.com,CH,9836584531,2008-02-28,Kevin Williams,Claudette Williams,2024ME1621,2
Debby Brown,debby.brown@student.edu,IT,9838344305,2000-10-04,Robert Brown,Mary Brown,2021CSE1622,1
Arlie Breslin,arlie.breslin@gmail.com,CSE,9809977697,2000-08-30,Manuel Breslin,Wanda Breslin,2022ECE1623,1
Claude Lucas,claude.lucas@mail.com,AE,9822502109,2007-05-06,Herbert Lucas,Marissa Lucas,2021CSE1624,2
Charles Cervantez,charles.cervantez@yahoo.com,CE,9813886626,2008-01-19,Luis Cervantez,Patricia Cervantez,2021CSE1625,2
Samuel Bishop,samuel.bishop@mail.com,IT,9831995744,2003-04-16,Gary Bishop,Irene Bishop,2023EE1626,2
Maynard Hurst,maynard.hurst@outlook.com,ME,9818069758,2000-06-14,Stephen Hurst,Sandra Hurst,2022CE1627,2
David Pullen,david.pullen@gmail.com,AE,9823934993,2004-12-16,Royce Pullen,Linda Pullen,2022CE1628,1
Meridith Gilchrist,meridith.gilchrist@gmail.com,ME,9877595820,2004-11-18,Adrian Gilchrist,Joy Gilchrist,2020ME1629,2
Thomas Bolding,thomas.bolding@gmail.com,EE,9826731579,2004-09-04,Jeffrey Bolding,Sarah Bolding,2023ME1630,1
John Glover,john.glover@student.edu,CSE,9846232001,2000-08-08,Nolan Glover,Geraldine Glover,2022ME1631,1
Paul Faust,paul.faust@mail.com,AE,9849671832,2008-10-10,Arthur Faust,Norma Faust,2021CE1632,1
Jeff Helton,jeff.helton@mail.com,CH,9868750276,2005-10-13,Paul Helton,Kerry Helton,2024ECE1633,2
Eric Harness,eric.harness@outlook.com,ME,9784470180,2007-07-07,Larry Harness,Susan Harness,2020ECE1634,2
William Welch,william.welch@mail.com,IT,9846042733,2002-04-23,Terry Welch,Carole Welch,2022ECE1635,2
Kathy Serrano,kathy.serrano@gmail.com,AE,9799918441,2004-06-14,Jose Serrano,Maria Serrano,2022ECE1636,1
Justin Rodriguez,justin.rodriguez@gmail.com,CH,9831266322,2006-11-16,Emilio Rodriguez,Brittany Rodriguez,2021ME1637,2
Wanda Valencia,wanda.valencia@yahoo.com,CH,9871335276,2004-07-26,James Valencia,Colleen Valencia,2023CSE1638,2
Lee Gluck,lee.gluck@mail.com,IT,9791017178,2001-03-13,Wendell Gluck,Alice Gluck,2020CE1639,2
Kristen Mclaughlin,kristen.mclaughlin@mail.com,EE,9877862230,2003-02-20,Juan Mclaughlin,Georgia Mclaughlin,2023CSE1640,1
Ted Patterson,ted.patterson@yahoo.com,ECE,9834579642,2008-06-04,James Patterson,Cheryl Patterson,2020CSE1641,1
Suzanne Johnson,suzanne.johnson@outlook.com,CSE,9826580191,2005-08-11,Daniel Johnson,Josie Johnson,2023ME1642,2
Sylvia Harpole,sylvia.harpole@yahoo.com,EE,9852791613,2001-12-01,Benjamin Harpole,Alice Harpole,2023ME1643,2
John Durr,john.durr@yahoo.com,AE,9836947262,2007-10-27,Joseph Durr,Trudy Durr,2020ME1644,1
Jessica Peterson,jessica.peterson@yahoo.com,IT,9871840269,2006-03-04,Charles Peterson,Renata Peterson,2024CSE1645,1
James Mckethan,james.mckethan@outlook.com,ECE,9833057903,2004-02-27,John Mckethan,Jessica Mckethan,2020ECE1646,1
Ann Peters,ann.peters@gmail.com,EE,9825502826,2008-10-17,Myron Peters,Stephanie Peters,2024ECE1647,1
Margaret Ramey,margaret.ramey@outlook.com,AE,9833743135,2000-03-01,Jose Ramey,Mildred Ramey,2022ME1648,1
Richard Elliott,richard.elliott@mail.com,ECE,9824725419,2006-10-29,David Elliott,Catherine Elliott,2024CE1649,1
Raymond Buchanan,raymond.buchanan@outlook.com,EE,9799691610,2008-11-25,Shawn Buchanan,Naomi Buchanan,2024ME1650,2
Florence Thornton,florence.thornton@mail.com,IT,9841115217,2006-01-14,George Thornton,Rosanne Thornton,2020EE1651,1
Frances Mcnary,frances.mcnary@mail.com,ME,9837823224,2002-09-17,William Mcnary,Darlene Mcnary,2024EE1652,2
Wallace Aaron,wallace.aaron@gmail.com,IT,9783115486,2007-10-27,Juan Aaron,Sheryl Aaron,2020CSE1653,2
Laura Duncan,laura.duncan@gmail.com,EE,9826359834,2003-05-02,Brent Duncan,Paula Duncan,2022ME1654,1
Jonathan Baker,jonathan.baker@yahoo.com,IT,9824278625,2008-08-15,Clinton Baker,Arlene Baker,2020CSE1655,1
Scott Griffiths,scott.griffiths@yahoo.com,CSE,9784815406,2007-03-23,Olin Griffiths,Courtney Griffiths,2022CE1656,2
Jerome Bliss,jerome.bliss@outlook.com,CE,9863756968,2003-04-25,Matt Bliss,Diane Bliss,2022CSE1657,2
Donovan Pearson,donovan.pearson@yahoo.com,CE,9803352098,2007-07-04,Marty Pearson,Linda Pearson,2021ME1658,1
Clyde Davis,clyde.davis@student.edu,EE,9805889368,2002-09-28,William Davis,Mildred Davis,2021EE1659,2
Alan Casper,alan.casper@outlook.com,ME,9864836196,2003-01-08,Aaron Casper,Tracey Casper,2024EE1660,2
Janice May,janice.may@yahoo.com,IT,9874574666,2005-01-02,Nathaniel May,Beverly May,2023ME1661,2
Charles Kistner,charles.kistner@student.edu,AE,9798107955,2006-05-14,Samuel Kistner,Magen Kistner,2024CE1662,2
Gavin Dawson,gavin.dawson@gmail.com,ME,9860040660,2001-07-10,Marcus Dawson,Geraldine Dawson,2024ECE1663,2
Kurt Wendte,kurt.wendte@outlook.com,EE,9820276508,2003-08-16,Lester Wendte,Christine Wendte,2022CSE1664,2
