name,email,branch,phoneNo,dob,fatherName,motherName,rollNo,slotNumber
Martha Murray,martha.murray@student.edu,CE,9868327637,2001-05-24,Bruce Murray,Elaine Murray,2021EE1443,1
Pamela Carson,pamela.carson@outlook.com,CH,9822266522,2000-03-27,James Carson,Valeria Carson,2021EE1444,1
Bonnie Yeager,bonnie.yeager@mail.com,ME,9824173432,2007-10-11,Walter Yeager,Selma Yeager,2021ECE1445,2
Carol Johnson,carol.johnson@yahoo.com,CE,9854675391,2005-03-08,Mathew Johnson,Joy Johnson,2020ME1446,1
Glen Nichols,glen.nichols@gmail.com,EE,9879795351,2000-09-28,Michael Nichols,Marilyn Nichols,2020ECE1447,1
Ruby Maddox,ruby.maddox@mail.com,AE,9854295578,2008-02-27,William Maddox,Melanie Maddox,2022CE1448,2
Nancy Cossette,nancy.cossette@student.edu,AE,9832848488,2002-07-14,Adrian Cossette,Kim Cossette,2022CE1449,2
Iris Prater,iris.prater@gmail.com,ME,9780413337,2006-05-14,Kris Prater,Bettie Prater,2023CSE1450,2
John Hernandez,john.hernandez@yahoo.com,ECE,9877503642,2004-09-01,Ernest Hernandez,Jacqueline Hernandez,2020ECE1451,2
Becky Harrison,becky.harrison@mail.com,IT,9845302467,2002-09-14,Charles Harrison,Patricia Harrison,2023CE1452,1
Helen Milliken,helen.milliken@yahoo.com,ME,9815522723,2005-08-02,Christopher Milliken,Susan Milliken,2022CSE1453,1
Jimmy Vizcaino,jimmy.vizcaino@mail.com,CE,9805769931,2007-08-15,Carlos Vizcaino,Barbara Vizcaino,2022ECE1454,1
Trey Lehrke,trey.lehrke@mail.com,CSE,9829275534,2006-10-26,Jerry Lehrke,Constance Lehrke,2024ECE1455,1
Daniel Adams,daniel.adams@outlook.com,IT,9829197524,2002-12-27,Karl Adams,Alyssa Adams,2023CSE1456,1
Samuel Warrick,samuel.warrick@student.edu,CE,9823905055,2007-09-18,Bernard Warrick,Teresa Warrick,2022ME1457,1
Pam Gilbert,pam.gilbert@outlook.com,ME,9850596480,2002-01-10,David Gilbert,Andrea Gilbert,2023ME1458,2
George Corrado,george.corrado@gmail.com,AE,9801205570,2006-11-21,Brian Corrado,Arlene Corrado,2024ME1459,2
Reyna Muhlbauer,reyna.muhlbauer@yahoo.com,CE,9790953519,2005-06-23,Michael Muhlbauer,Mary Muhlbauer,2020EE1460,1
Joseph Green,joseph.green@mail.com,ME,9805340052,2007-06-24,James Green,Martha Green,2021CE1461,2
Hyun Demps,hyun.demps@mail.com,ECE,9862033512,2001-03-12,David Demps,Helen Demps,2021ME1462,1
Martha Flanagan,martha.flanagan@yahoo.com,CSE,9871334947,2006-08-23,Gregory Flanagan,Carmen Flanagan,2023ECE1463,1
Joe Archibald,joe.archibald@gmail.com,ECE,9822362024,2005-03-07,Charles Archibald,Stacey Archibald,2021EE1464,2
Donald Carr,donald.carr@gmail.com,ECE,9816623525,2005-02-18,Dale Carr,Sue Carr,2021CSE1465,2
James Meredith,james.meredith@student.edu,IT,9792624704,2006-08-13,William Meredith,Evelyn Meredith,2024ECE1466,1
Daniel Mcgill,daniel.mcgill@yahoo.com,ECE,9783162947,2006-11-01,Robert Mcgill,Linda Mcgill,2020ECE1467,2
Arthur Gutierrez,arthur.gutierrez@gmail.com,CE,9820988230,2004-09-19,Ian Gutierrez,Betty Gutierrez,2023CSE1468,2
Ronald Casey,ronald.casey@outlook.com,IT,9832098063,2005-01-28,Samual Casey,Jacqueline Casey,2022ECE1469,2
James Bogar,james.bogar@yahoo.com,CSE,9840035467,2001-10-24,Gregorio Bogar,Christine Bogar,2022ME1470,1
Erin Robinson,erin.robinson@mail.com,CSE,9872667707,2005-09-26,Jaime Robinson,Latina Robinson,2022EE1471,1
Ethel Spade,ethel.spade@gmail.com,AE,9843612629,2003-03-26,Jose Spade,Denise Spade,2020ECE1472,1
Rachel Gardner,rachel.gardner@gmail.com,ME,9875634887,2002-04-19,James Gardner,Diana Gardner,2020CE1473,1
Jonathan Monaco,jonathan.monaco@student.edu,ECE,9829110463,2008-11-03,Patrick Monaco,Jeanette Monaco,2024ME1474,1
Adina Lesh,adina.lesh@yahoo.com,AE,9786895023,2000-06-20,Derick Lesh,Edna Lesh,2020EE1475,1
Ruby Scrudato,ruby.scrudato@yahoo.com,ME,9783130637,2004-11-05,Rodney Scrudato,Kathleen Scrudato,2020CE1476,2
Amber Rivera,amber.rivera@outlook.com,CE,9864925430,2001-02-23,James Rivera,Valerie Rivera,2020CSE1477,1
George Bradford,george.bradford@mail.com,IT,9787885161,2007-06-14,Arthur Bradford,Mattie Bradford,2024EE1478,2
Patrick Briggs,patrick.briggs@mail.com,IT,9837114822,2005-08-11,James Briggs,Alice Briggs,2022CSE1479,2
Michael Whitehair,michael.whitehair@yahoo.com,ECE,9813756329,2007-08-02,Alan Whitehair,Hilda Whitehair,2024ME1480,2
Jane Adair,jane.adair@mail.com,EE,9853191994,2007-09-24,Raymond Adair,Sydney Adair,2021CSE1481,1
Michael Holt,michael.holt@gmail.com,ECE,9819863461,2008-04-04,John Holt,Sandra Holt,2021ME1482,2
Patricia Baxter,patricia.baxter@mail.com,CE,9822458782,2005-06-17,Terry Baxter,Jeanine Baxter,2022ME1483,1
Daniel Perez,daniel.perez@outlook.com,IT,9871196949,2000-09-12,Fredrick Perez,Kelly Perez,2023ME1484,2
Florence Gross,florence.gross@gmail.com,CE,9838275792,2002-03-20,Herbert Gross,Bessie Gross,2021ECE1485,2
Lana Wright,lana.wright@mail.com,ME,9856612680,2004-07-01,Gary Wright,Mary Wright,2020ME1486,1
Richard Smith,richard.smith@mail.com,IT,9855604678,2006-03-08,David Smith,Jeri Smith,2020ECE1487,2
Joseph Henrickson,joseph.henrickson@outlook.com,AE,9816807745,2001-10-24,James Henrickson,Beatriz Henrickson,2024EE1488,1
Janice Thompson,janice.thompson@yahoo.com,CH,9796926791,2004-08-04,William Thompson,Anne Thompson,2020CSE1489,1
Donna Vrbka,donna.vrbka@yahoo.com,AE,9808918938,2008-05-31,Jacob Vrbka,Deborah Vrbka,2020CSE1490,2
Lois Lopez,lois.lopez@student.edu,AE,9850331453,2000-11-19,Alan Lopez,Jaime Lopez,2020CE1491,1
William Jennings,william.jennings@mail.com,AE,9864424848,2000-01-31,John Jennings,Mattie Jennings,2020EE1492,2
Myles Ekmark,myles.ekmark@student.edu,ECE,9873362012,2008-12-12,Caleb Ekmark,Constance Ekmark,2020CE1493,2
Paul Haire,paul.haire@student.edu,IT,9845273377,2000-01-10,Scott Haire,Chasity Haire,2022EE1494,1
Jeff Knight,jeff.knight@student.edu,ME,9786732829,2003-02-13,Thomas Knight,Rebecca Knight,2022ME1495,1
Ashley Colson,ashley.colson@outlook.com,ECE,9859217089,2003-08-22,Donald Colson,Judy Colson,2020EE1496,2
Joyce Tindol,joyce.tindol@student.edu,ECE,9858399366,2003-05-12,Raymond Tindol,Sylvia Tindol,2021ECE1497,1
Virginia Frazier,virginia.frazier@mail.com,CH,9828280998,2000-03-06,Tommy Frazier,Teresa Frazier,2024EE1498,1
Peter Poindexter,peter.poindexter@yahoo.com,CSE,9869846202,2001-07-09,Martin Poindexter,Linda Poindexter,2022CE1499,1
Joetta Pemberton,joetta.pemberton@outlook.com,ECE,9793835313,2004-03-27,Ronald Pemberton,Margaret Pemberton,2020ECE1500,2
Constance Rinehart,constance.rinehart@yahoo.com,IT,9848344631,2003-04-10,Gregory Rinehart,Kesha Rinehart,2022CE1501,1
Irene Wilson,irene.wilson@mail.com,ECE,9846938218,2008-04-11,Garrett Wilson,Shamika Wilson,2020CE1502,2
Maria Reynolds,maria.reynolds@student.edu,AE,9813387442,2004-09-17,John Reynolds,Paula Reynolds,2023ME1503,1
Tonya Nordenstrom,tonya.nordenstrom@gmail.com,ECE,9830604876,2007-10-16,Michael Nordenstrom,Betsy Nordenstrom,2023ME1504,2
Justin Snow,justin.snow@yahoo.com,ECE,9860979915,2007-10-15,Reynaldo Snow,Laura Snow,2020EE1505,2
Jorge Davis,jorge.davis@outlook.com,EE,9786785710,2005-08-27,James Davis,Linda Davis,2024EE1506,1
Juanita Fernandez,juanita.fernandez@mail.com,CH,9835876241,2003-05-19,Stanley Fernandez,Catherine Fernandez,2022ECE1507,2
Mary Martinez,mary.martinez@yahoo.com,EE,9877551373,2000-01-26,Russell Martinez,Heather Martinez,2023CSE1508,1
Calvin Little,calvin.little@outlook.com,CH,9834423362,2002-06-04,Jason Little,Victoria Little,2022EE1509,1
Alina Ross,alina.ross@yahoo.com,CSE,9790826268,2004-11-12,John Ross,Anne Ross,2021ME1510,2
Shannon Mcalvain,shannon.mcalvain@gmail.com,CSE,9843317417,2002-03-12,Preston Mcalvain,Hannah Mcalvain,2024ME1511,1
Gary Ellis,gary.ellis@mail.com,IT,9840583782,2000-03-22,James Ellis,Erica Ellis,2023ECE1512,1
Beatriz Hoot,beatriz.hoot@student.edu,CH,9875573529,2004-04-29,Jose Hoot,Gloria Hoot,2021ECE1513,2
Allyson Bertolini,allyson.bertolini@gmail.com,IT,9810653495,2004-03-05,Marcus Bertolini,Teresa Bertolini,2022CE1514,1
Andrea Fuller,andrea.fuller@mail.com,CE,9854718191,2002-10-29,Rick Fuller,Melissa Fuller,2024ECE1515,2
Jonathan Mcmahan,jonathan.mcmahan@gmail.com,CH,9879775435,2000-01-14,Roy Mcmahan,Ellen Mcmahan,2022EE1516,1
Steve Fenelus,steve.fenelus@yahoo.com,IT,9825046435,2006-11-08,Victor Fenelus,Benita Fenelus,2021CE1517,2
Lawrence Winston,lawrence.winston@student.edu,CE,9785080760,2002-11-06,Howard Winston,Edna Winston,2023EE1518,2
Barbara Fields,barbara.fields@yahoo.com,CSE,9828574266,2006-08-27,Kevin Fields,Jill Fields,2022CE1519,1
William Campbell,william.campbell@student.edu,CH,9781873557,2001-03-30,Scott Campbell,Lillie Campbell,2021CSE1520,1
James Bernard,james.bernard@yahoo.com,CSE,9871916770,2008-11-16,David Bernard,Letha Bernard,2022CSE1521,2
Andrew Robinson,andrew.robinson@outlook.com,AE,9817915287,2006-04-15,Kenneth Robinson,Betsy Robinson,2024ECE1522,2
Deanna Grove,deanna.grove@yahoo.com,AE,9866889551,2007-10-09,Sean Grove,Geraldine Grove,2022ECE1523,2
Pauline Parks,pauline.parks@outlook.com,AE,9791216771,2003-12-14,Greg Parks,Geraldine Parks,2022ECE1524,1
Carlos Gutierrez,carlos.gutierrez@gmail.com,CE,9857293655,2001-12-13,Stephen Gutierrez,Ann Gutierrez,2021CE1525,1
Frances Danger,frances.danger@mail.com,ECE,9865704191,2003-06-09,Edward Danger,Patricia Danger,2021CE1526,1
Penny Lamarre,penny.lamarre@mail.com,CE,9784276709,2004-02-12,Daniel Lamarre,Kelli Lamarre,2021CSE1527,2
Veronique Frost,veronique.frost@yahoo.com,EE,9829526509,2002-06-12,George Frost,Lydia Frost,2021ECE1528,1
Howard Walls,howard.walls@yahoo.com,CH,9807263329,2006-01-10,William Walls,Ann Walls,2024CE1529,1
Sanjuanita Sabad,sanjuanita.sabad@gmail.com,AE,9850719242,2003-10-31,Eugene Sabad,Julia Sabad,2023CE1530,2
Nora Norton,nora.norton@gmail.com,IT,9780460009,2003-10-06,Mohammed Norton,Rachael Norton,2024ECE1531,2
Kathleen Miranda,kathleen.miranda@mail.com,CE,9833406130,2001-06-01,Aaron Miranda,Flora Miranda,2023CSE1532,1
Leonard Olding,leonard.olding@gmail.com,IT,9802741404,2007-04-27,Michael Olding,Lynda Olding,2022ME1533,1
John Tang,john.tang@yahoo.com,EE,9782860094,2000-04-01,George Tang,Debra Tang,2023CE1534,1
Karen Gaffney,karen.gaffney@gmail.com,IT,9867064043,2003-11-16,Peter Gaffney,Teresa Gaffney,2021ME1535,1
Shirley Levey,shirley.levey@gmail.com,CE,9788327729,2000-12-08,Thomas Levey,Louise Levey,2021CSE1536,1
Douglas Rowell,douglas.rowell@gmail.com,ME,9804401145,2008-11-03,John Rowell,Kimberly Rowell,2020EE1537,1
Kelly Waites,kelly.waites@student.edu,CE,9803240184,2008-08-14,Jerome Waites,Denise Waites,2021EE1538,1
Cedric Chisler,cedric.chisler@yahoo.com,ECE,9822368568,2005-04-02,Junior Chisler,Rebecca Chisler,2023ME1539,2
Allan Hash,allan.hash@mail.com,CE,9839780715,2004-07-04,James Hash,Vickie Hash,2020ECE1540,1
Sandra Dones,sandra.dones@gmail.com,EE,9837356366,2003-09-13,Nicholas Dones,Carolyn Dones,2021ME1541,1
Timothy Trujillo,timothy.trujillo@student.edu,ME,9802401742,2002-09-12,Leonel Trujillo,Katherine Trujillo,2023EE1542,1
Carolyn Lindsay,carolyn.lindsay@yahoo.com,ECE,9823075439,2001-01-12,Jack Lindsay,Sandra Lindsay,2021ECE1543,1
Kenneth Dardis,kenneth.dardis@yahoo.com,EE,9873200797,2005-04-29,Damien Dardis,Katherine Dardis,2024EE1544,1
Michael Pineda,michael.pineda@yahoo.com,AE,9802884778,2002-09-22,Alton Pineda,Elnora Pineda,2023CE1545,2
Anita Mcgregor,anita.mcgregor@gmail.com,CSE,9795790311,2006-01-12,Ed Mcgregor,Michele Mcgregor,2022ME1546,2
Randy Stoddard,randy.stoddard@outlook.com,CSE,9809986409,2000-10-06,Mario Stoddard,Joyce Stoddard,2023ECE1547,1
Floyd Hewlett,floyd.hewlett@yahoo.com,CSE,9862708366,2004-02-22,Agustin Hewlett,Renee Hewlett,2021ME1548,2
Jeffery Sanchez,jeffery.sanchez@student.edu,ME,9844429420,2000-02-14,William Sanchez,Elizabeth Sanchez,2023CE1549,1
Jacob Green,jacob.green@mail.com,CE,9835677732,2006-01-26,Jose Green,Nell Green,2024EE1550,1
Wayne Fulton,wayne.fulton@student.edu,EE,9832913806,2000-10-28,Phillip Fulton,Margaret Fulton,2021ECE1551,2
Myrtle Shroyer,myrtle.shroyer@yahoo.com,CE,9863647005,2004-07-19,Jeffrey Shroyer,Martha Shroyer,2021CSE1552,1
Marie Williams,marie.williams@student.edu,ECE,9797129637,2001-03-25,Brian Williams,Cornelia Williams,2021ME1553,2
Evelyn Simon,evelyn.simon@gmail.com,EE,9856702488,2008-01-06,Neil Simon,Cathleen Simon,2024CE1554,2
Luis Johnson,luis.johnson@mail.com,CH,9857025452,2005-06-15,Andre Johnson,Tracy Johnson,2022ECE1555,2
Julie Zwiebel,julie.zwiebel@yahoo.com,ME,9873762132,2001-06-19,Jerome Zwiebel,Cassandra Zwiebel,2024ME1556,2
Johnson Mitchell,johnson.mitchell@gmail.com,CE,9855743939,2007-01-06,John Mitchell,Beth Mitchell,2023CSE1557,2
Paul Giordano,paul.giordano@mail.com,CH,9862177685,2000-11-14,Michael Giordano,Therese Giordano,2022CSE1558,1
Timothy Gibson,timothy.gibson@student.edu,IT,9789618416,2006-01-22,Bill Gibson,Agnes Gibson,2022CSE1559,1
Shane Joel,shane.joel@outlook.com,ECE,9857042066,2008-05-09,Justin Joel,Elizabeth Joel,2022CSE1560,1
Derek Lucero,derek.lucero@yahoo.com,CE,9835778319,2006-05-22,Randal Lucero,Irma Lucero,2020CSE1561,1
Alma Thacker,alma.thacker@yahoo.com,AE,9790510868,2005-09-16,Antonio Thacker,Marcella Thacker,2020CSE1562,2
Alfred Felch,alfred.felch@outlook.com,CE,9821534669,2003-09-13,Jonathan Felch,Janice Felch,2022ECE1563,1
Beatrice Reed,beatrice.reed@outlook.com,CE,9838474802,2000-05-26,Ray Reed,Kathryn Reed,2020CSE1564,2
Claire Lassiter,claire.lassiter@mail.com,AE,9809214930,2005-01-04,Phillip Lassiter,Beverly Lassiter,2021CE1565,1
Luther Gaines,luther.gaines@gmail.com,CE,9830837963,2000-11-22,Dino Gaines,Annie Gaines,2020CSE1566,1
Catherine Bee,catherine.bee@mail.com,CE,9806818308,2001-09-09,Joseph Bee,Charlsie Bee,2021ECE1567,2
Lonnie Coffey,lonnie.coffey@mail.com,AE,9879913982,2001-07-23,Frank Coffey,Bernice Coffey,2020EE1568,1
Lorraine White,lorraine.white@yahoo.com,ME,9784389362,2001-05-02,Gregg White,Cynthia White,2022CE1569,1
Harry Squires,harry.squires@yahoo.com,ECE,9818045884,2007-03-07,Cameron Squires,Joanne Squires,2023ME1570,1
Rita Darroch,rita.darroch@outlook.com,CH,9839842017,2000-05-04,Edward Darroch,Elizabeth Darroch,2024CE1571,1
Rose Pasche,rose.pasche@yahoo.com,ME,9816611655,2006-11-24,Joshua Pasche,Amy Pasche,2021ME1572,1
Henry Parker,henry.parker@student.edu,EE,9872340686,2006-01-03,Ricardo Parker,Kelly Parker,2023CE1573,1
Bertha Taylor,bertha.taylor@student.edu,ME,9828881449,2004-12-15,William Taylor,Janet Taylor,2020ECE1574,2
Kristina Brown,kristina.brown@gmail.com,AE,9823842739,2004-09-11,Richard Brown,Mary Brown,2022CE1575,1
Tambra Winslow,tambra.winslow@yahoo.com,CH,9812427830,2004-09-03,William Winslow,Esther Winslow,2021EE1576,1
Theodore Carpenter,theodore.carpenter@gmail.com,ME,9794386858,2005-11-29,Ramiro Carpenter,Monica Carpenter,2021EE1577,1
Stanley Wolfe,stanley.wolfe@mail.com,IT,9849371462,2000-01-20,Paul Wolfe,Amy Wolfe,2021ECE1578,1
Christopher Phillips,christopher.phillips@student.edu,EE,9862917874,2007-05-10,Michael Phillips,Janice Phillips,2022ECE1579,2
Georgia Mosley,georgia.mosley@yahoo.com,AE,9871799906,2001-07-04,Jimmy Mosley,Tamara Mosley,2021CSE1580,2
Robert Jones,robert.jones@student.edu,AE,9790613336,2005-07-26,Kent Jones,Joannie Jones,2021EE1581,2
Jeffrey Cultice,jeffrey.cultice@outlook.com,IT,9868257058,2003-10-18,Brian Cultice,Alice Cultice,2022CE1582,2
Ella Hibbler,ella.hibbler@yahoo.com,CH,9872639443,2008-10-03,Ramon Hibbler,Cynthia Hibbler,2023ME1583,2
Joseph Downing,joseph.downing@outlook.com,CE,9819224412,2000-12-09,David Downing,Rhea Downing,2020EE1584,1
Shawn Mcginnis,shawn.mcginnis@yahoo.com,EE,9833423761,2003-07-25,Mario Mcginnis,Lee Mcginnis,2023ECE1585,1
James Miller,james.miller@mail.com,IT,9798055363,2003-01-23,James Miller,Jean Miller,2020CE1586,2
Joan Sheppard,joan.sheppard@gmail.com,AE,9860655063,2003-01-02,Duane Sheppard,Kelly Sheppard,2023EE1587,2
James Andersen,james.andersen@gmail.com,IT,9860737791,2000-04-23,Hugh Andersen,Trena Andersen,2024ECE1588,2
Laverne Everett,laverne.everett@yahoo.com,ME,9848583247,2002-07-09,Gregory Everett,Margaret Everett,2022ME1589,2
Robin Mccutcheon,robin.mccutcheon@mail.com,CH,9869358440,2005-05-01,Brian Mccutcheon,Edna Mccutcheon,2024EE1590,1
Melany Weldon,melany.weldon@gmail.com,AE,9829577666,2004-03-08,David Weldon,Estelle Weldon,2022CE1591,1
Keith Napier,keith.napier@outlook.com,IT,9856993428,2005-10-25,James Napier,Judy Napier,2023CE1592,1
Sarah Spiva,sarah.spiva@gmail.com,EE,9795363448,2002-09-27,Thomas Spiva,Barbara Spiva,2022CE1593,2
Monte Leandro,monte.leandro@mail.com,CSE,9875041047,2006-12-26,Howard Leandro,Evelyn Leandro,2024EE1594,2
Robert Parm,robert.parm@mail.com,IT,9873055660,2004-07-12,Karl Parm,Orpha Parm,2021ECE1595,2
Anita Smith,anita.smith@student.edu,CSE,9878989987,2008-04-04,Scott Smith,Brandie Smith,2024ECE1596,2
Lois Orourke,lois.orourke@mail.com,ECE,9844132656,2004-10-26,Steve Orourke,Megan Orourke,2020ME1597,2
Rex Cotton,rex.cotton@yahoo.com,ME,9782622152,2006-03-28,Rene Cotton,Tammy Cotton,2024ECE1598,2
Doretha Lyons,doretha.lyons@outlook.com,ME,9854012212,2008-03-16,John Lyons,Leigh Lyons,2020CE1599,2
Hilda Carter,hilda.carter@outlook.com,AE,9799019669,2003-03-11,Andrew Carter,Thelma Carter,2024CE1600,2
James Bowling,james.bowling@outlook.com,EE,9827830335,2007-08-24,Jerome Bowling,Anne Bowling,2022CSE1601,2
Annett Snider,annett.snider@outlook.com,EE,9877845341,2008-01-27,Anthony Snider,Gabrielle Snider,2020ECE1602,2
Mary Meddaugh,mary.meddaugh@yahoo.com,CH,9847670090,2000-03-21,Kevin Meddaugh,Margaret Meddaugh,2023CSE1603,1
Mickey Bates,mickey.bates@gmail.com,ECE,9874081603,2003-02-25,Richard Bates,Elsie Bates,2023CSE1604,1
Lisa Holloway,lisa.holloway@outlook.com,CE,9784411855,2004-10-19,Isaias Holloway,Courtney Holloway,2023CSE1605,2
Wanda Frazier,wanda.frazier@gmail.com,ECE,9820795498,2005-10-10,Lester Frazier,Catherine Frazier,2021ME1606,1
William Miles,william.miles@gmail.com,EE,9875261435,2006-04-27,Kenneth Miles,Jean Miles,2024CE1607,2
Priscilla Vargas,priscilla.vargas@yahoo.com,CE,9870599793,2000-03-12,Lionel Vargas,Monica Vargas,2021EE1608,2
Kevin Cross,kevin.cross@gmail.com,CE,9831290734,2004-02-10,Thomas Cross,Mary Cross,2024CE1609,2
Melvin Martinez,melvin.martinez@gmail.com,ECE,9782355076,2006-11-03,Steven Martinez,Florence Martinez,2023ME1610,2
Danielle Battles,danielle.battles@student.edu,ME,9865364880,2004-05-28,George Battles,Alicia Battles,2024ECE1611,1
Jennifer Sayre,jennifer.sayre@gmail.com,CE,9786536374,2001-09-11,Patrick Sayre,Betty Sayre,2020CSE1612,1
Zachary Dunlap,zachary.dunlap@student.edu,ME,9819141853,2002-06-16,Steven Dunlap,Karen Dunlap,2022ECE1613,1
Deloris Sault,deloris.sault@gmail.com,IT,9791552249,2000-09-17,Spencer Sault,Dorothy Sault,2020CSE1614,2
Shawn Byassee,shawn.byassee@outlook.com,ECE,9824313316,2003-09-26,Allan Byassee,Irene Byassee,2021ME1615,1
Joanne Harrington,joanne.harrington@outlook.com,CE,9812664461,2004-03-23,Carlos Harrington,Connie Harrington,2023EE1616,2
Christine Hansen,christine.hansen@outlook.com,AE,9812820165,2003-08-30,Jay Hansen,Elizabeth Hansen,2020EE1617,2
Barry Hubbard,barry.hubbard@outlook.com,AE,9838858974,2001-02-21,Joseph Hubbard,Elizabeth Hubbard,2021ME1618,1
Gary Dejesus,gary.dejesus@gmail.com,IT,9868831459,2002-10-06,Harry Dejesus,Holly Dejesus,2020EE1619,1
Adam Palma,adam.palma@mail.com,EE,9780409060,2000-03-09,Jeff Palma,Erica Palma,2020CE1620,1
Anna Noack,anna.noack@outlook.com,IT,9817641669,2007-06-29,Bo Noack,Anita Noack,2021CSE1621,1
Dorothy Leon,dorothy.leon@gmail.com,CE,9845767271,2006-07-30,Gary Leon,Wanda Leon,2023ECE1622,2
Theresa Rossman,theresa.rossman@mail.com,ME,9861289250,2003-09-05,Joseph Rossman,Kristina Rossman,2022EE1623,1
Diane Maxwell,diane.maxwell@student.edu,ME,9867612508,2006-09-03,Howard Maxwell,Tracy Maxwell,2022CSE1624,2
Diamond James,diamond.james@yahoo.com,AE,9842790082,2005-09-15,James James,Gena James,2024ME1625,1
Ellen Carr,ellen.carr@gmail.com,IT,9805031951,2006-03-23,Jonathan Carr,Candelaria Carr,2020CSE1626,1
Vanessa Ward,vanessa.ward@yahoo.com,ECE,9841528039,2005-07-30,Juan Ward,Betty Ward,2021ME1627,2
Derek Edmunds,derek.edmunds@gmail.com,IT,9843320178,2005-12-04,Ralph Edmunds,Martha Edmunds,2024CSE1628,2
Lynn Clement,lynn.clement@student.edu,CE,9780821180,2000-09-22,Robert Clement,Ruby Clement,2024ECE1629,2
Rita Williams,rita.williams@gmail.com,ECE,9862631437,2002-05-07,Steven Williams,Sandra Williams,2022CSE1630,2
Kevin Scott,kevin.scott@mail.com,EE,9871526276,2005-01-30,Paul Scott,Michelle Scott,2021CE1631,2
Wilson Drees,wilson.drees@student.edu,AE,9848972494,2001-04-20,Terrence Drees,Kathleen Drees,2024CSE1632,2
Jared Clifford,jared.clifford@outlook.com,ECE,9859594753,2000-09-06,Bernard Clifford,Joanne Clifford,2020CSE1633,1
Lori Doyle,lori.doyle@gmail.com,EE,9852251813,2003-08-23,Clarence Doyle,Lashonda Doyle,2022EE1634,2
Niki Brothern,niki.brothern@student.edu,AE,9818166533,2005-07-05,Richard Brothern,Patricia Brothern,2024CE1635,2
Jacqueline Hall,jacqueline.hall@mail.com,CH,9859962102,2001-06-27,James Hall,Rowena Hall,2024ECE1636,2
Amber Lasalle,amber.lasalle@outlook.com,AE,9798569365,2002-03-09,Tyler Lasalle,Misty Lasalle,2022ECE1637,1
David Stonecipher,david.stonecipher@outlook.com,ECE,9785655188,2005-10-06,Gregory Stonecipher,Rebecca Stonecipher,2021CSE1638,2
David Obrien,david.obrien@outlook.com,AE,9841052331,2007-04-25,Antonio Obrien,Janet Obrien,2021ECE1639,1
Stephen Smith,stephen.smith@student.edu,IT,9797230787,2003-03-03,Charles Smith,Allene Smith,2022CE1640,1
Genevieve James,genevieve.james@outlook.com,EE,9858223566,2007-07-09,William James,Jeanette James,2023ECE1641,2
Al Robinson,al.robinson@gmail.com,AE,9828794841,2002-01-11,Hugh Robinson,Tanya Robinson,2022EE1642,2
James Woods,james.woods@yahoo.com,CSE,9855239337,2004-04-02,Paul Woods,Geraldine Woods,2022ME1643,1
Christina Christensen,christina.christensen@gmail.com,CH,9828498414,2008-10-23,Carlos Christensen,Monica Christensen,2021ECE1644,1
Clara Lacosse,clara.lacosse@student.edu,IT,9829723546,2005-06-05,Ronald Lacosse,Ressie Lacosse,2023ME1645,2
Donna Bailey,donna.bailey@student.edu,IT,9819754070,2006-10-13,Thomas Bailey,Yolanda Bailey,2022CSE1646,2
Oscar Flores,oscar.flores@gmail.com,EE,9865194304,2007-07-03,Joseph Flores,Ida Flores,2023CSE1647,1
Kristin Garcia,kristin.garcia@mail.com,ECE,9820091794,2002-12-23,Steven Garcia,Barbara Garcia,2023CE1648,2
Raymond Hopkins,raymond.hopkins@gmail.com,ME,9864197486,2002-04-09,Ricky Hopkins,Carole Hopkins,2021ME1649,2
Linda Hale,linda.hale@gmail.com,CSE,9823067378,2000-10-01,Kevin Hale,Jane Hale,2022ECE1650,2
Elsie Kennedy,elsie.kennedy@gmail.com,CSE,9842430183,2003-10-05,Gregory Kennedy,Teresa Kennedy,2023ECE1651,2
Marie Ragsdale,marie.ragsdale@mail.com,CSE,9829861514,2001-09-11,Donald Ragsdale,Wanda Ragsdale,2024CE1652,2
Robert Smith,robert.smith@mail.com,IT,9868542008,2001-01-25,Dusty Smith,Christina Smith,2020ECE1653,2
Virginia Zable,virginia.zable@gmail.com,CE,9809987836,2006-02-16,David Zable,Joan Zable,2021EE1654,1
Horacio Rackley,horacio.rackley@student.edu,ECE,9869133314,2006-02-08,Jeff Rackley,Carol Rackley,2024EE1655,2
Edna Sanders,edna.sanders@outlook.com,EE,9781620910,2007-03-30,Dave Sanders,Heather Sanders,2024CE1656,1
Jackie Manning,jackie.manning@yahoo.com,AE,9784239733,2002-09-22,Terry Manning,Margarita Manning,2023CSE1657,2
Fred Morgan,fred.morgan@student.edu,IT,9836266702,2004-06-10,Richard Morgan,Betty Morgan,2023EE1658,2
Nia Mcneil,nia.mcneil@outlook.com,EE,9839038591,2002-02-16,Damian Mcneil,Lynne Mcneil,2023CSE1659,1
Robert Tinsley,robert.tinsley@yahoo.com,CSE,9847017592,2001-12-01,Davis Tinsley,Jennifer Tinsley,2021CE1660,1
Bette Richmond,bette.richmond@student.edu,AE,9871372982,2002-05-08,Miguel Richmond,Marie Richmond,2020CE1661,2
Camille Sargent,camille.sargent@gmail.com,CE,9851165675,2004-08-08,Alfonzo Sargent,Cynthia Sargent,2020CE1662,1
